Mi, 15 Jul 2020 10:34:04 +0000  fade_in 1 0 None None
Mi, 15 Jul 2020 10:54:28 +0000  QA_rec 0 0 1 7
Mi, 15 Jul 2020 10:54:28 +0000  Run-0, Block-1, Trial-7, Q_cnt-32, Q_sen-Ihre Kinder liegen noch im Bett., Q_cen-liegen
Mi, 15 Jul 2020 10:54:29 +0000  QA_rec 1 0 1 8
Mi, 15 Jul 2020 10:54:49 +0000  QA_rec 0 0 1 8
Mi, 15 Jul 2020 10:54:49 +0000  Run-0, Block-1, Trial-8, Q_cnt-33, Q_sen-Früher haben in Europa und Asien Neandertaler gelebt., Q_cen-gelebt
Mi, 15 Jul 2020 10:54:50 +0000  QA_rec 1 0 1 9
Mi, 15 Jul 2020 10:55:10 +0000  QA_rec 0 0 1 9
Mi, 15 Jul 2020 10:55:10 +0000  Run-0, Block-1, Trial-9, Q_cnt-34, Q_sen-Ich kann endlich den Namen dieser französischen Stadt aussprechen., Q_cen-aussprechen
Mi, 15 Jul 2020 10:55:11 +0000  QA_rec 1 0 1 10
Mi, 15 Jul 2020 10:55:31 +0000  QA_rec 0 0 1 10
Mi, 15 Jul 2020 10:55:31 +0000  Run-0, Block-1, Trial-10, Q_cnt-35, Q_sen-Ich gehe gerne alles in dem Geschäft um die Ecke einkaufen., Q_cen-einkaufen
Mi, 15 Jul 2020 10:55:32 +0000  QA_rec 1 0 1 11
Mi, 15 Jul 2020 10:55:52 +0000  QA_rec 0 0 1 11
Mi, 15 Jul 2020 10:55:52 +0000  Run-0, Block-1, Trial-11, Q_cnt-36, Q_sen-Im Kaffeehaus sitzen und Zeitung lesen, das gefällt den Österreichern., Q_cen-gefällt
Mi, 15 Jul 2020 10:55:53 +0000  QA_rec 1 0 1 12
Mi, 15 Jul 2020 10:56:13 +0000  QA_rec 0 0 1 12
Mi, 15 Jul 2020 10:56:13 +0000  Run-0, Block-1, Trial-12, Q_cnt-37, Q_sen-Die Zähne werden geputzt und der Bart rasiert., Q_cen-rasiert
Mi, 15 Jul 2020 10:56:14 +0000  QA_rec 1 0 1 13
Mi, 15 Jul 2020 10:56:34 +0000  QA_rec 0 0 1 13
Mi, 15 Jul 2020 10:56:34 +0000  Run-0, Block-1, Trial-13, Q_cnt-38, Q_sen-Eric ist ein guter Fahrer, obwohl er gerade erst seinen Führerschein gemacht hat., Q_cen-gemacht
Mi, 15 Jul 2020 10:56:35 +0000  QA_rec 1 0 1 14
Mi, 15 Jul 2020 10:56:55 +0000  QA_rec 0 0 1 14
Mi, 15 Jul 2020 10:56:55 +0000  Run-0, Block-1, Trial-14, Q_cnt-39, Q_sen-In Europa gibt es vier Jahrezeiten, am Zentralafrika nur eine., Q_cen-gibt
Mi, 15 Jul 2020 10:56:56 +0000  QA_rec 1 0 1 15
Mi, 15 Jul 2020 10:57:16 +0000  QA_rec 0 0 1 15
Mi, 15 Jul 2020 10:57:16 +0000  Run-0, Block-1, Trial-15, Q_cnt-40, Q_sen-Ich fahre mit dem Zug nach London., Q_cen-fahre
Mi, 15 Jul 2020 10:57:17 +0000  QA_rec 1 0 1 16
Mi, 15 Jul 2020 10:57:37 +0000  QA_rec 0 0 1 16
Mi, 15 Jul 2020 10:57:37 +0000  Run-0, Block-1, Trial-16, Q_cnt-41, Q_sen-In Österreich gibt es eine richtige Kaffeehauskultur., Q_cen-gibt
Mi, 15 Jul 2020 10:57:38 +0000  QA_rec 1 0 1 17
Mi, 15 Jul 2020 10:57:59 +0000  QA_rec 0 0 1 17
Mi, 15 Jul 2020 10:57:59 +0000  Run-0, Block-1, Trial-17, Q_cnt-42, Q_sen-Zu Beginn der Konferenz wird der Präsident eine Rede halten., Q_cen-halten
Mi, 15 Jul 2020 10:58:00 +0000  QA_rec 1 0 1 18
Mi, 15 Jul 2020 10:58:20 +0000  QA_rec 0 0 1 18
Mi, 15 Jul 2020 10:58:20 +0000  Run-0, Block-1, Trial-18, Q_cnt-43, Q_sen-Das Huhn legt jeden Tag ein Ei., Q_cen-legt
Mi, 15 Jul 2020 10:58:21 +0000  QA_rec 1 0 1 19
Mi, 15 Jul 2020 10:58:41 +0000  QA_rec 0 0 1 19
Mi, 15 Jul 2020 10:58:41 +0000  Run-0, Block-1, Trial-19, Q_cnt-44, Q_sen-Die Regierung plant, mehr Arbeitsplätze für junge Menschen zu schaffen., Q_cen-schaffen
Mi, 15 Jul 2020 10:58:42 +0000  QA_rec 1 0 1 20
Mi, 15 Jul 2020 10:59:02 +0000  QA_rec 0 0 1 20
Mi, 15 Jul 2020 10:59:02 +0000  Run-0, Block-1, Trial-20, Q_cnt-45, Q_sen-Als das Spiel unentschieden endete, wurde es um zweimal 15 Minuten verlängert., Q_cen-endete
Mi, 15 Jul 2020 10:59:03 +0000  QA_rec 1 0 1 21
Mi, 15 Jul 2020 10:59:23 +0000  QA_rec 0 0 1 21
Mi, 15 Jul 2020 10:59:23 +0000  Run-0, Block-1, Trial-21, Q_cnt-46, Q_sen-Die Touristen besichtigten alle Sehenswürdigkeiten der Stadt., Q_cen-besichtigten
Mi, 15 Jul 2020 10:59:24 +0000  QA_rec 1 0 1 22
Mi, 15 Jul 2020 10:59:44 +0000  QA_rec 0 0 1 22
Mi, 15 Jul 2020 10:59:44 +0000  Run-0, Block-1, Trial-22, Q_cnt-47, Q_sen-Der Konzern kontrolliert die Mehrheit der Aktion., Q_cen-kontrolliert
Mi, 15 Jul 2020 10:59:45 +0000  QA_rec 1 0 1 23
Mi, 15 Jul 2020 11:00:05 +0000  QA_rec 0 0 1 23
Mi, 15 Jul 2020 11:00:05 +0000  Run-0, Block-1, Trial-23, Q_cnt-48, Q_sen-Der Bau des Gebäudes hat 3 Jahre gedauert und ist endlich fast abgeschlossen., Q_cen-abgeschlossen
Mi, 15 Jul 2020 11:00:06 +0000  QA_rec 1 0 1 24
Mi, 15 Jul 2020 11:00:26 +0000  QA_rec 0 0 1 24
Mi, 15 Jul 2020 11:00:26 +0000  Run-0, Block-1, Trial-24, Q_cnt-49, Q_sen-Ich rechne fest damit, dass er kommt., Q_cen-rechne
