run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.text,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,RS_rec_cont.started,RS_rec_cont.stopped,Pause_cont.started,Pause_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,fade_out_text.text,fade_out_text.started,fade_out_text.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
2,0,2,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1153.116634130478,None,1153.0970725774764,1155.116054058075,Menschen und Firmen können ein Konto bei der Bank eröffnen.,eröffnen,1154.499750828743,1157.8495481014252,1158.232781624794,None,1169.7000298261642,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_000_trial_010.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1173.117602109909,None,1173.098127579689,1175.1170020103455,Die Polizei sammelte alle verfügbaren Informationen.,sammelte,1174.500861620903,1178.2173669338226,1178.6004836320876,None,1189.6843766927718,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_000_trial_011.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1193.10213804245,None,1193.0824825525283,1195.1015310287476,Ich beendete meine Arbeit und erhielt eine neue Aufgabe.,beendete,1194.4846098184585,None,1198.584903693199,None,1209.68543074131,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_000_trial_012.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1213.1022441387177,None,1213.0834107160567,1215.1023359298706,Die Präsentation dauert eine halbe Stunde.,dauert,1214.4856016397475,1217.2690920829773,1217.6190948247909,None,1229.6863708257674,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_000_trial_013.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1233.1039009094238,None,1233.0843915700912,1235.103332042694,Diese Telefinnummer ist leicht zu merken.,merken,1234.4866366147994,1237.0702319145203,1237.453421807289,None,1249.6873526334762,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_000_trial_014.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1253.1043219566345,None,1253.0853926897048,1255.1043150424957,Afrika liegt südlich von Europa .,liegt,1254.4876937627791,None,1257.4543986082076,None,1269.6883697271346,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_000_trial_015.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1273.1058959960938,None,1273.0865466356277,1275.1053109169006,Aus Fehlern kann man lernen.,lernen,1274.4885906934737,1276.238697052002,1276.622026658058,1277.6389520168304,1289.6893667936324,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_000_trial_016.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1293.106565952301,None,1293.0884656667708,1295.1063339710236,"Sie besichtigten das Haus, bevor sie es kauften.",besichtigten,1294.489682650566,None,1298.023114657402,None,1309.6903507471084,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_000_trial_017.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1313.1074640750885,None,1313.0883855581283,1315.107321023941,Kannst du bitte die Wäsche in die Sonne hängen?,hängen,1314.4905876874923,None,1317.290799832344,None,1329.691342806816,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_000_trial_018.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1333.1085231304169,None,1333.0906796216964,1335.1083190441132,Mein Freund führt ein erfolgreiches Geschäft.,führt,1334.4915816545486,1337.2083950042725,1337.59181163311,None,1349.6924426317214,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_000_trial_019.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1353.109808921814,None,1353.0903775453567,1355.1093339920044,Simon hat riesige Bilder gemalt.,gemalt,1354.4925968408584,None,1357.0928117990493,None,1369.693310713768,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_000_trial_020.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1373.1104290485382,None,1373.0927777051925,1375.1102941036224,"Der Zug fährt gleich ab, wir müssen uns beeilen.",beeilen,1374.493754839897,1377.377107143402,1377.7604307889937,None,1389.6943497419356,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_000_trial_021.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1393.1114249229431,None,1393.0923945665359,1395.111660003662,Das Fleisch wurde über dem offenen Feuer gegrillt.,gegrillt,1394.494652724266,None,1397.8624317407607,1398.8781399726868,1409.6955456495284,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_000_trial_022.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1413.1124160289764,None,1413.0944046735763,1415.1122920513153,"Da Elena arbeiten muss, überlässt sie ihre Kinder seiner Mutter.",überlässt,1414.4956826925277,1418.2459390163422,1418.6291336774825,None,1429.6963367223739,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_000_trial_023.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1433.1137039661407,None,1433.0943755865096,1435.1134400367737,"Wenn ich einmal angefangen habe, kann mich nichts mehr aufhalten.",aufhalten,1434.4965817689895,None,1438.6301867723464,None,1449.6974196195602,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_000_trial_024.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1454.1481549739838,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1468.282180070877,None,1468.2618925333022,1470.2817170619965,"Bitte öffnen Sie das Fenster, um frische Luft hereinzulassen.",öffnen,1469.6650137662887,None,1473.8320677042007,None,1484.8667838335036,None,1486.2825179100037,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_000.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1488.3161990642548,None,1488.2971315145492,1490.3161199092865,"Er ist ein ehrlicher Mann, der nie lügt.",lügt,1489.6994807481765,None,1492.4661466836928,None,1504.9001106977462,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_001.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1508.2843930721283,None,1508.2647926568984,1510.2837190628052,Er antwortete schnell auf meine Frage.,antwortete,1509.666993832588,1512.117133140564,1512.5004517793654,None,1524.8678028345107,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_002.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1528.2848999500275,None,1528.265835738182,1530.2847011089325,Rom wurde nicht an einem Tag erbaut.,erbaut,1529.6681427717208,1532.0181939601898,1532.4015516996383,None,1544.868825650215,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_003.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1548.2856440544128,None,1548.266771531105,1550.2857460975647,Korn wird zur Herstellung von Mehl verwendet.,verwendet,1549.6689958333968,1552.4525201320648,1552.8358597517013,1553.8527290821075,1564.8540978193282,1565.8699650764465,1566.2698349952698,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_004.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1568.3039829730988,None,1568.2844485998153,1570.303386926651,Die Eltern haben das Geburtstagsgeschenk ihrer Tochter eingepackt.,eingepackt,1569.6867367982863,None,1574.0201906919478,None,1584.8874866724013,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_005.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1588.3045201301575,None,1588.285508608818,1590.3044340610504,Dort an der Ampel kannst du die Straße überqueren.,überqueren,1589.6877038240432,1592.7044939994812,1593.055047726631,None,1604.8884036302566,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_006.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1608.3058741092682,None,1608.286438679695,1610.3053691387177,"Manchmal glaube ich, ich bin zu pessimistisch.",glaube,1609.6887066125869,None,1613.055921769142,None,1624.8895537614821,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_007.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1628.306988954544,None,1628.2874345541,1630.3065009117126,Der Schmied klopft immer wieder mit dem Hammer auf das heiße Eisen.,klopft,1629.6896466970443,None,1633.6898407697677,None,1644.8904757261275,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_008.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1648.3076059818268,None,1648.2885887384414,1650.3073470592499,In den großen Ferien wandern wir gerne in den Bergen.,wandern,1649.6906416177749,None,1653.4252376317977,None,1664.8915266752242,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_009.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1668.308357000351,None,1668.2894775629043,1670.3084959983826,Die Wissenschaftler aus der Physik heißen Physiker.,heißen,1669.6916477441787,None,1673.291991686821,None,1684.8924016714095,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_010.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1688.3094329833984,None,1688.2904476881026,1690.3094260692596,Marco hat gestern einen Brief an seine Eltern geschrieben.,geschrieben,1689.6926288366317,None,1693.4263918161391,None,1704.8934998273849,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_011.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1708.310434103012,None,1708.291428542137,1710.3104329109192,"Entschuldigung, können Sie mir ein Taxi rufen?",rufen,1709.6936416387557,None,1712.861499762535,None,1724.8944186925887,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_012.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
2,0,2,0,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1728.3119869232178,None,1728.2924287080764,1730.3113601207733,Bitte bilden Sie einfache Sätze.,bilden,1729.694784617424,None,1732.2282387971877,None,1744.8954038381576,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1627/rec_QA_run_02_block_001_trial_013.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Mai_31_1627,nibs_stage_1,3.2.3,59.99447873382777,
