run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
3,0,3,0,0,0,0,0,19,0,19,0,,,,,,,,,Listen to the question and speak out your answer!,886.1815738677979,None,886.1632499694824,888.1810448169708,In der Arktis leben gefährliche Eisbären.,leben,887.5643557310104,None,890.8311988115311,891.8479509353638,902.7651718854904,None,904.181825876236,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_000_trial_019.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,0,0,0,0,20,0,20,0,,,,,,,,,Listen to the question and speak out your answer!,907.2489829063416,None,907.2310258150101,909.2488479614258,Ich gehe gerne alles in dem Geschäft um die Ecke einkaufen.,einkaufen,908.63216984272,912.082494020462,912.4656769037247,None,923.8329309225082,None,925.2497138977051,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_000_trial_020.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,0,0,0,0,21,0,21,0,,,,,,,,,Listen to the question and speak out your answer!,928.3180329799652,None,928.2987989187241,930.3166079521179,Warum antwortest du nicht auf meine Frage?,antwortest,929.6999078989029,None,932.8000527620316,None,944.9007028341293,None,946.3174908161163,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_000_trial_021.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,0,0,0,0,22,0,22,0,,,,,,,,,Listen to the question and speak out your answer!,949.3843359947205,None,949.3499128818512,951.3844108581543,In Österreich darf ein Präsident sechs Jahre regieren.,regieren,950.7676898241043,954.1181149482727,954.5012158155441,955.517865896225,965.9684709310532,None,967.3852138519287,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_000_trial_022.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,0,0,0,0,23,0,23,0,,,,,,,,,Listen to the question and speak out your answer!,970.4202489852905,None,970.4009839296341,972.4188129901886,Mein Freund führt ein erfolgreiches Geschäft.,führt,971.8020907640457,None,974.9022718667984,None,986.9695557355881,None,988.3863189220428,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_000_trial_023.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,0,0,0,0,24,0,24,0,,,,,,,,,Listen to the question and speak out your answer!,991.4531629085541,None,991.4187309741974,993.453225851059,"Das Messer ist so stumpf, dass wir nicht mehr brauchen.",brauchen,992.8365367650986,None,996.3033949136734,997.3201270103455,1008.0373417139053,None,1009.454048871994,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_000_trial_024.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,0,0,0,0,,,,,,,,,,,1013.4717328548431,None,,,,,,,,,,,,,,,,,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,1,0,1,0,0,0,0,0,,,,,,,,,Listen to the question and speak out your answer!,1029.5219068527222,None,1029.486958861351,1031.521919965744,"Als das Spiel unentschieden endete, wurde es um zweimal 15 Minuten verlängert.",endete,1030.9052287340164,1035.9888188838959,1036.372165799141,None,1046.1059988737106,None,1047.522864818573,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_001_trial_000.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,1,0,1,0,1,0,1,0,,,,,,,,,Listen to the question and speak out your answer!,1050.5402250289917,None,1050.5219719409943,1052.5395979881287,Farben machen das Leben bunt.,machen,1051.922975897789,None,1054.45643389225,None,1067.123767733574,None,1068.5405278205872,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_001_trial_001.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,1,0,1,0,2,0,2,0,,,,,,,,,Listen to the question and speak out your answer!,1071.609083890915,None,1071.5896018743515,1073.607460975647,"Ich muss einen Schirm holen, weil es regnet.",holen,1072.9907618761063,None,1076.0242377519608,None,1088.1582099199295,None,1089.5749678611755,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_001_trial_002.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,1,0,1,0,3,0,3,0,,,,,,,,,Listen to the question and speak out your answer!,1092.6434009075165,None,1092.62404692173,1094.641944885254,Er kann mit den Händen an einem Baum hängen.,hängen,1094.0252007246017,None,1096.8253268003464,1097.8420498371124,1109.2260338068008,None,1110.6427450180054,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_001_trial_003.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,1,0,1,0,4,0,4,0,,,,,,,,,Listen to the question and speak out your answer!,1113.6764979362488,None,1113.6585339307785,1115.6763279438019,"Der Zug fährt gleich ab, wir müssen uns beeilen.",beeilen,1115.0596178770065,None,1118.3264387845993,None,1130.2437757253647,None,1131.6605019569397,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_001_trial_004.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,1,0,1,0,5,0,5,0,,,,,,,,,Listen to the question and speak out your answer!,1134.7279739379883,None,1134.6929409503937,1136.7275338172913,"Ich kenne dieses Wort nicht, was bedeutet es also?",bedeutet,1136.1107367277145,None,1139.7109369039536,None,1151.3115369081497,None,1152.7283959388733,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_001_trial_005.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,1,0,1,0,6,0,6,0,,,,,,,,,Listen to the question and speak out your answer!,1155.76185297966,None,1155.7273819446564,1157.761890888214,Ich kann das Buch nirgends finden.,finden,1157.111830830574,None,1159.4119597673416,None,1172.3126338720322,None,1173.7294309139252,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_001_trial_006.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,1,0,1,0,7,0,7,0,,,,,,,,,Listen to the question and speak out your answer!,1176.7966768741608,None,1176.778489947319,1178.796315908432,Mit meinem Wagen kann ich nach Tibet reisen.,reisen,1178.1796058416367,None,1181.1797767877579,None,1193.380391716957,None,1194.7970788478851,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_001_trial_007.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,1,0,1,0,8,0,8,0,,,,,,,,,Listen to the question and speak out your answer!,1197.8642358779907,None,1197.846228003502,1199.86403799057,"Sie besichtigten das Haus, bevor sie es kauften.",besichtigten,1199.247366786003,None,1202.7808989286423,None,1214.4481867551804,None,1215.8650510311127,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_001_trial_008.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,1,0,1,0,9,0,9,0,,,,,,,,,Listen to the question and speak out your answer!,1218.9490888118744,None,1218.9140039682388,1220.9485249519348,"Bitte, erinnern Sie mich daran, wenn ich es vergessen sollte.",erinnern,1220.2984677553177,1223.682000875473,1224.098672747612,None,1235.4992908239365,1236.515998840332,1236.9161508083344,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_001_trial_009.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,1,0,1,0,10,0,10,0,,,,,,,,,Listen to the question and speak out your answer!,1239.9834220409393,None,1239.9651418924332,1241.9829649925232,"Damit Pflanzen gut wachsen, müssen wir sie mehr Wasser gießen.",gießen,1241.3662399053574,1244.9497809410095,1245.3332937955856,None,1256.5670367479324,1257.5838038921356,1257.9838058948517,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_001_trial_010.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,1,0,1,0,11,0,11,0,,,,,,,,,Listen to the question and speak out your answer!,1261.0178818702698,None,1260.982913017273,1263.0174028873444,"Sam ist nicht da, soll ich ihm sagen, dass Sie nachher zurück rufen?",rufen,1262.367350935936,1266.4175908565521,1266.8009227514267,1267.8176379203796,1277.5684489011765,1278.5848789215088,1278.9848849773407,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_001_trial_011.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,1,0,1,0,12,0,12,0,,,,,,,,,Listen to the question and speak out your answer!,1282.0522589683533,None,1282.0172898769379,1284.051836013794,Alex duscht morgens gerne im Badezimmer.,duscht,1283.401783823967,None,1286.4019757509232,None,1298.6025837659836,None,1300.0193209648132,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_001_trial_012.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,1,0,1,0,13,0,13,0,,,,,,,,,Listen to the question and speak out your answer!,1303.0867748260498,None,1303.0517649650574,1305.0861649513245,"Tut mir leid, darf ich fragen warum?",fragen,1304.4695698022842,1306.9863619804382,1307.3697029352188,None,1319.6703897714615,None,1321.0870640277863,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_001_trial_013.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,1,0,1,0,14,0,14,0,,,,,,,,,Listen to the question and speak out your answer!,1324.1046478748322,None,1324.0861320495605,1326.1040380001068,Ich habe mich schon oft über den schrecklichen Service beschwert.,beschwert,1325.48732483387,1328.8381419181824,1329.220774769783,None,1340.6881128549576,1341.704857826233,1342.1048049926758,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_001_trial_014.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,1,0,1,0,15,0,15,0,,,,,,,,,Listen to the question and speak out your answer!,1345.1884570121765,None,1345.153970837593,1347.1884679794312,Im botanischen Garten kann mann wir exotische Pflanzen sehen.,sehen,1346.538526892662,None,1350.7053178548813,1351.7219469547272,1361.7392238378525,None,1363.1559019088745,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_001_trial_015.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,1,0,1,0,16,0,16,0,,,,,,,,,Listen to the question and speak out your answer!,1366.2245700359344,None,1366.2050927877426,1368.2228808403015,Ich würde sofort meinen Job kündigen und nie mehr arbeiten.,kündigen,1367.6061638593674,1371.156359910965,1371.5398298501968,None,1382.8071058988571,None,1384.2237389087677,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_001_trial_016.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
3,0,3,0,1,0,1,0,17,0,17,0,,,,,,,,,Listen to the question and speak out your answer!,1387.291473865509,None,1387.2728649377823,1389.290676832199,Ich habe alle meine Freunde zu meiner Geburtstags Party eingeladen.,eingeladen,1388.6739867925644,1392.791270017624,1393.1742738485336,1394.190927028656,1403.8747648000717,None,1405.2918410301208,None,./data/Subject_02/Session_01/Exp_data/2020_Jul_05_1205/rec_QA_run_03_block_001_trial_017.wav,02,01,English,A2,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_05_1205,nibs_stage_1,3.2.3,59.99482199536268,
