run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.text,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,fade_out_text.text,fade_out_text.started,fade_out_text.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,780.6477119922638,None,780.6310139417649,782.6310789585114,"Es hat die ganze Woche geregnet, aber heute scheint endlich die Sonne. ",scheint,782.0144670724869,786.14790391922,786.5646041154862,None,797.2151351690293,None,798.6157279014587,799.6154129505157,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_000_trial_012.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,801.682520866394,None,801.6655572891236,803.6657009124756,Wir müssen die Kunden jeden Monat über ihren finanziellen Status informieren.,informieren,803.048995089531,None,808.1159232378006,809.1159248352051,818.2499521493912,None,819.6498789787292,820.6506128311157,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_000_trial_013.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,822.7175509929657,None,822.7006783246994,824.7000868320465,Ein gutes Gehalt heißt oft harte Arbeit.,heißt,824.1002622365952,826.8334679603577,827.2335441827775,828.2336218357086,839.3008721590043,None,840.7009580135345,841.7013289928436,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_000_trial_014.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,843.7683629989624,None,843.7513944864273,845.7512238025665,Meine kleine Schwester spielt draußen im Garten.,spielt,845.1344950914383,848.1346490383148,848.5348242044449,None,860.3351240873337,None,861.7353539466858,862.735417842865,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_000_trial_015.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,864.8191409111023,None,864.7854711055757,866.7855849266052,Der Autohändler hat auf der Messe zehn Sportwagen eingekauft.,eingekauft,866.1857460260392,869.9524109363556,870.3525391340256,None,881.386334013939,None,882.7863278388977,883.786465883255,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_000_trial_016.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,885.8546669483185,None,885.8365313768387,887.8366830348969,"Ich wusste die Antwort nicht, also musste ich raten.",raten,887.2198820829392,None,890.6702390432358,None,902.4207690477372,None,903.8208019733429,904.8208780288696,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_000_trial_017.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,906.9047029018402,None,906.8876235246659,908.887512922287,"Ich drückte den Knopf, um den Computer einzuschalten.",drückte,908.270738196373,911.6043348312378,912.0210240602494,913.0209798812866,923.4719131708146,924.4719378948212,924.8720228672028,925.8719580173492,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_000_trial_018.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,927.956708908081,None,927.9387135267258,929.9390399456024,"In Neuseeland und Irland ist es so grün, weil es besonders oft regnet.",regnet,929.3221190690995,None,934.0558541536332,935.0557329654694,944.5229340314866,None,945.9229798316956,946.9230859279633,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_000_trial_019.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,948.9895799160004,None,948.973020219803,950.989727973938,Die zwei Männer bewerben sich um einen gleichen Arbeitsplatz.,bewerben,950.3729751825333,954.0898280143738,954.506605219841,None,965.590419125557,None,967.007162809372,None,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_000_trial_020.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,970.0407059192657,None,970.0072793006898,972.0407259464264,"Ich werde mich nicht entschuldigen, schließlich habe ich den Streit nicht angefangen.",entschuldigen,971.4240620851517,None,976.2242990255356,None,986.6248272180558,None,988.0416159629822,None,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_000_trial_021.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,991.0753898620605,None,991.0583243131638,993.0751609802246,Der Baum hängt voller Früchte.,hängt,992.4584561109543,994.3752148151398,994.7585900545121,None,1007.6592162370682,None,1009.0760388374329,None,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_000_trial_022.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1012.1440978050232,None,1012.1261174440384,1014.1429088115692,Ich habe gestern Abend mit meiner Mutter geredet.,geredet,1013.5261331319809,1016.4097290039062,1016.7930441617966,None,1028.7271562337876,None,1030.1437978744507,None,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_000_trial_023.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1033.210706949234,None,1033.1938793420793,1035.2107779979706,Der Donau fließt ins Schwarze Meer.,fließt,1034.5940662145615,1036.9107718467712,1037.2941380262375,None,1049.7947860479355,None,1051.2115359306335,None,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_000_trial_024.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1055.2618849277496,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1069.4126408100128,None,1069.3957450628282,1071.412575006485,Felix muss schon um sechs Uhr früh aufstehen.,aufstehen,1070.795880150795,None,1074.0626910448075,None,1085.9966660261155,None,1087.413430929184,None,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_001_trial_000.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1090.4820008277893,None,1090.4636773824693,1092.4803228378296,Er wird die Wurst mit Butter braten.,braten,1091.8636241674424,None,1094.3304250955582,None,1107.0644250631333,None,1108.4811668395996,None,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_001_trial_001.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1111.5481970310211,None,1111.5146383285523,1113.5481028556824,"Finden Sie nicht, er hat sich nach dem Tod seines Kindes völlig verändert?",verändert,1112.9315231561661,1117.0485060214996,1117.4317501306534,1118.4483678340912,1128.1321981668473,None,1129.548940896988,None,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_001_trial_002.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1132.5676078796387,None,1132.5490361690522,1134.5658550262451,Die Kinder haben ihrer Mutter im Haushalt geholfen.,geholfen,1133.9492300271988,None,1137.1826060533524,None,1149.1499541521073,1150.166771888733,1150.5667178630829,None,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_001_trial_003.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1153.6336779594421,None,1153.6001543045045,1155.6336278915405,Fabienne ist Ärztin und arbeitet im Krankenhaus.,arbeitet,1155.0169111013413,1158.3004319667816,1158.683785033226,None,1170.201051068306,None,1171.6177949905396,None,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_001_trial_004.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1174.6864359378815,None,1174.667841410637,1176.6847188472748,"Die Regierung plant, mehr Arbeitsplätze für junge Menschen zu schaffen.",schaffen,1176.0681310415268,None,1180.5349171876908,None,1191.2688101053238,None,1192.6855759620667,None,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_001_trial_005.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1195.719605922699,None,1195.685653114319,1197.7191429138184,"Ich würde sehr froh, wenn meine Familie 5 Millionen Euro gewinnen würde.",gewinnen,1197.1024502038956,None,1202.1360560178757,None,1212.303228211403,None,1213.7199659347534,None,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_001_trial_006.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1216.7553799152374,None,1216.736747479439,1218.7535560131073,Der Junge hat das Mädchen zum Kaffee eingeladen.,eingeladen,1218.1369162321091,None,1221.403707098961,None,1233.3376680135727,None,1234.754410982132,None,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_001_trial_007.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1237.822676897049,None,1237.80451939106,1239.8213548660278,"Ich heiße Tibor, wie ist dein Name?",heiße,1239.2046402215958,1241.621512889862,1241.97145922184,None,1254.4054530382157,1255.4220650196075,1255.8221719264984,None,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_001_trial_008.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1258.8893489837646,None,1258.8722724676134,1260.8890838623047,"Er kann sie nicht hören, weil sie zu leise spricht.",hören,1260.2723921060563,1263.189241886139,1263.5725570440293,None,1275.47319419384,None,1276.8899128437042,None,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_001_trial_009.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1279.9585089683533,None,1279.9400903940202,1281.9568438529968,"Um den Sachverhalt zu erklären, fehlten ihm die treffenden Vokabeln.",erklären,1281.3402522325516,1285.5570178031921,1285.9404831647873,None,1296.5409711122513,None,1297.9577100276947,None,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_001_trial_010.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1300.9915969371796,None,1300.974459385872,1302.9912478923798,Die Medien und Reporter sollten die Wahrheit berichten.,berichten,1302.3746572256089,1305.4917018413544,1305.8747621297837,None,1317.57546813488,None,1318.992108821869,None,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_001_trial_011.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
0,0,0,0,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1322.059497833252,None,1322.0422103166582,1324.0591349601746,Flora hat Musik studiert und dirigiert jetzt das Orchester.,studiert,1323.4424031496048,None,1327.742611002922,None,1338.6432300329209,None,1340.0598638057709,None,./data/Subject_03/Session_02/Exp_data/2020_Jul_14_1120/rec_QA_run_00_block_001_trial_012.wav,,,,03,02,English,A1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_14_1120,nibs_stage_1,3.2.3,59.917173440073604,
