run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,post_trial.thisRepN,post_trial.thisTrialN,post_trial.thisN,post_trial.thisIndex,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,Cali_de_post_rec_text.text,Cali_de_post_rec_text.started,Cali_de_post_rec_text.stopped,Cali_de_post_rec_beep_hint.started,Cali_de_post_rec_beep_hint.stopped,Cali_de_post_rec_question_text.text,Cali_de_post_rec_question_text.started,Cali_de_post_rec_question_text.stopped,Cali_de_post_rec_beep_start.started,Cali_de_post_rec_beep_start.stopped,Cali_de_post_rec_beep_end.started,Cali_de_post_rec_beep_end.stopped,Cali_de_post_rec_break.started,Cali_de_post_rec_break.stopped,the_end_text.started,the_end_text.stopped,the_end_text.text,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
3,0,3,0,0,0,0,0,17,0,17,0,,,,,Listen to the question and speak out your answer!,253.73302817344666,None,253.73030378818513,255.73318314552307,"In der Schule lernen die Kinder lesen, schreiben und rechnen.",lernen,255.1164485692978,258.83331418037415,259.2499386548996,None,270.3175405740738,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_000_trial_017.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,0,0,0,0,18,0,18,0,,,,,Listen to the question and speak out your answer!,273.73393297195435,None,273.7150200366974,275.71758818626404,"Er wird seinem Traum folgen, egal was die Leute reden.",reden,275.10099666118623,278.5176730155945,278.9176117658615,None,290.3013736486435,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_000_trial_018.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,0,0,0,0,19,0,19,0,,,,,Listen to the question and speak out your answer!,293.7356400489807,None,293.71562299728396,295.71855998039246,"Der Arzt wollte ihm verwehren, seinen Vater zu besuchen.",besuchen,295.1016155958176,None,299.03528969287873,300.0352461338043,310.30243771076204,311.30250096321106,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_000_trial_019.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,0,0,0,0,20,0,20,0,,,,,Listen to the question and speak out your answer!,313.71950507164,None,313.69998042583467,315.7028331756592,"Wenn ich einmal angefangen habe, kann mich nichts mehr aufhalten.",aufhalten,315.0860966920853,318.81957817077637,319.2363137483597,None,330.28686158657075,None,331.6869399547577,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_000_trial_020.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,0,0,0,0,21,0,21,0,,,,,Listen to the question and speak out your answer!,333.7205801010132,None,333.70105736255647,335.70381116867065,"Ich heiße Tibor, wie ist dein Name?",heiße,335.08716266155244,337.47056317329407,337.8872255563736,None,350.2879575967789,None,351.6879839897156,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_000_trial_021.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,0,0,0,0,22,0,22,0,,,,,Listen to the question and speak out your answer!,353.72157311439514,None,353.7187469959259,355.72153997421265,"Es ist nicht zulässig, bei der Prüfung Hilfsmittel zu benutzen.",benutzen,355.08820073604585,358.7217071056366,359.13838069438935,None,370.2888607263565,371.28913712501526,371.6891579627991,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_000_trial_022.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,0,0,0,0,23,0,23,0,,,,,Listen to the question and speak out your answer!,373.72249603271484,None,373.70327537059785,375.705943107605,Die Eltern haben das Geburtstagsgeschenk ihrer Tochter eingepackt.,eingepackt,375.0892955541611,379.02277398109436,379.43953173160554,None,390.28994767665864,None,391.6900951862335,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_000_trial_023.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,0,0,0,0,24,0,24,0,,,,,Listen to the question and speak out your answer!,393.72355008125305,None,393.7042125940323,395.7068781852722,Korn wird zur Herstellung von Mehl verwendet.,verwendet,395.09034078121186,None,398.2737776517868,399.273854970932,410.2910546541214,None,411.69128918647766,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_000_trial_024.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,0,0,0,0,,,,,Listen to the question and speak out your answer!,415.75843596458435,None,415.7361696004868,417.7415030002594,Ich arbeite normalerweise von Montag bis Freitag.,arbeite,417.12486855983735,None,420.8749887228012,None,None,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_000.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,1,0,1,0,,,,,Listen to the question and speak out your answer!,433.72630310058594,None,433.706422495842,435.70896911621094,Simon hat riesige Bilder gemalt.,gemalt,435.09238975048066,None,437.69244759082795,None,450.2932006597519,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_001.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,2,0,2,0,,,,,Listen to the question and speak out your answer!,453.7101559638977,None,453.69075553417207,455.69350814819336,Er antwortete schnell auf meine Frage.,antwortete,455.07670466899873,None,457.9269556283951,458.9270210266113,470.2776335954666,471.2777941226959,471.67768812179565,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_002.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,3,0,3,0,,,,,Listen to the question and speak out your answer!,473.72793412208557,None,473.708451128006,475.7113060951233,Ich koche die Kartoffeln für die Kartoffelsuppe.,koche,475.09451072216035,477.878014087677,478.2946857690811,None,490.29541771411897,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_003.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,4,0,4,0,,,,,Listen to the question and speak out your answer!,493.72909116744995,None,493.7095020771027,495.7123031616211,"Die Firma hat einen Fachmann hinzugezogen, um das Netzwerk zu reparieren.",reparieren,495.1123656511307,None,500.279212641716,None,510.3130766630173,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_004.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,5,0,5,0,,,,,Listen to the question and speak out your answer!,513.7311751842499,None,513.7106691360474,515.7135481834412,Ich habe meinen Sohn für den Kurs angemeldet.,angemeldet,515.0966827154159,517.7639451026917,518.1803976774215,519.180242061615,530.2975346326828,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_005.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,6,0,6,0,,,,,Listen to the question and speak out your answer!,533.7312750816345,None,533.71195397377,535.7144169807434,Vater trinkt morgens eine Tasse Kaffee.,trinkt,535.0978247404098,None,538.0981456518173,None,550.2985336065292,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_006.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,7,0,7,0,,,,,Listen to the question and speak out your answer!,553.7322909832001,None,553.7293787240982,555.732164144516,"Wir haben die Preise gesenkt, um neue Kunden zu gewinnen.",gewinnen,555.1159016370773,None,558.9992386579513,None,570.3162426233291,571.3165600299835,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_007.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,8,0,8,0,,,,,Listen to the question and speak out your answer!,573.7500660419464,None,573.7306897878647,575.7334699630737,Der Detektiv ist ihm bis zu seinem Haus gefolgt.,gefolgt,575.1167766332626,None,578.5333306074142,None,590.3173176527023,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_008.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,9,0,9,0,,,,,Listen to the question and speak out your answer!,593.7188441753387,None,593.7148359775542,595.7176351547241,"Zur Not kann ich noch was kochen, aber ich würde lieber im Restaurant essen",kochen,595.100902724266,None,599.5011345624923,None,610.3017176866531,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_009.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,10,0,10,0,,,,,Listen to the question and speak out your answer!,613.7188050746918,None,613.6992594480514,615.7022249698639,In wenigen Minuten erreichen wir Hamburg.,erreichen,615.0856155633926,None,618.2854687452316,None,630.2860557317733,None,631.6861641407013,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_010.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,11,0,11,0,,,,,Listen to the question and speak out your answer!,633.8532650470734,None,633.8500919342041,635.8531591892242,Sie hat neue Laufschuhe bekommen.,bekommen,635.2363397359848,None,637.7032086133956,None,650.4539217233657,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_011.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,12,0,12,0,,,,,Listen to the question and speak out your answer!,653.7545599937439,None,653.7347019672393,655.7542371749878,"Schauen Sie nach draußen, der Schnee fällt.",fällt,655.1374327421188,657.7210240364075,658.1042577505111,None,670.3382987260818,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_012.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,13,0,13,0,,,,,Listen to the question and speak out your answer!,673.756688117981,None,673.7358026742935,675.7552101612091,In der Pause werden kleine Brötchen serviert.,serviert,675.138584780693,None,678.3720607042312,None,690.3393286943435,691.356115102768,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_013.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,14,0,14,0,,,,,Listen to the question and speak out your answer!,693.7398850917816,None,693.7201410293578,695.7398099899292,Morgens stehe ich um kurz vor sieben Uhr auf.,stehe,695.1228756189346,698.0732851028442,698.4563996076583,699.4732229709625,710.3236917734146,711.3404929637909,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_014.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,15,0,15,0,,,,,Listen to the question and speak out your answer!,713.7573239803314,None,713.7379580497741,715.7573330402374,Ich werde meinen Geburtstag morgen mit meinen Freunden feiern.,feiern,715.1406957387924,718.7576770782471,719.140911746025,720.1575570106506,730.3414336919784,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_015.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,16,0,16,0,,,,,Listen to the question and speak out your answer!,733.7254421710968,None,733.7056013822555,735.7251331806183,In den großen Ferien wandern wir gerne in den Bergen.,wandern,735.1085635900497,None,738.8418635606765,None,750.3090707540512,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_016.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,17,0,17,0,,,,,Listen to the question and speak out your answer!,753.7596440315247,None,753.7400605916977,755.7594640254974,Die Reparatur wird um ein hundert Euro kosten.,kosten,755.1427556753158,758.0262989997864,758.4095587015152,None,770.310185599327,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_017.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,18,0,18,0,,,,,Listen to the question and speak out your answer!,773.7606341838837,None,773.7409975767135,775.7604880332947,"Alchemisten haben geglaubt, sie können Gold herstellen.",herstellen,775.1437896966934,None,779.0439976930618,780.0608279705048,790.3445917844772,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_018.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,19,0,19,0,,,,,Listen to the question and speak out your answer!,793.7614970207214,None,793.7253671646117,795.7615721225739,Planeten kreisen um eine Sonne.,kreisen,795.1115156888961,None,797.7116467237472,None,810.3123616456985,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_019.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,20,0,20,0,,,,,Listen to the question and speak out your answer!,813.7471771240234,None,813.7098914861679,815.7460119724274,Du musst die Verantwortung für deine Taten übernehmen.,übernehmen,815.0959367036819,818.1130411624908,818.4963497400283,None,830.2969147443771,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_020.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,21,0,21,0,,,,,Listen to the question and speak out your answer!,833.7477860450745,None,833.7112511157989,835.7472879886627,Diese Grafik hat die Ergebnisse deutlich dargestellt.,dargestellt,835.0972327470779,838.3140950202942,838.7307516813278,839.7475080490112,850.2980946779251,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_021.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,22,0,22,0,,,,,Listen to the question and speak out your answer!,853.7655639648438,None,853.7289016485214,855.7650101184845,Die Ausbildung besteht aus mehreren Modulen.,besteht,855.1483446836471,857.8984811306,858.2817887544632,859.2985291481018,870.3490857362747,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_022.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
3,0,3,0,1,0,1,0,23,0,23,0,,,,,Listen to the question and speak out your answer!,873.7662770748138,None,873.746609711647,875.7660610675812,"Im Sommer brauchen wir ein Moskitonetz, damit wir nicht gestochen werden.",brauchen,875.1493536710739,None,879.7829505681991,None,890.3499786138534,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1633/rec_QA_run_03_block_001_trial_023.wav,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,False,False,True,False,True,True,No,3,No,0,7,No,2020_Jul_01_1633,nibs_stage_1,3.2.3,59.92402173338458,
