run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,fade_out_text.text,fade_out_text.started,fade_out_text.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
2,0,2,0,0,0,0,0,10,0,10,0,,,,,,,,,Listen to the question and speak out your answer!,644.4943358898163,None,644.4775932073593,646.4777278900146,Morgen werde ich eine Schularbeit schreiben.,schreiben,645.860962319374,648.3278260231018,648.7278382062912,None,661.0618352174758,662.0617969036102,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_000_trial_010.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,0,0,0,0,11,0,11,0,,,,,,,,,Listen to the question and speak out your answer!,664.4792940616608,None,664.4621079921722,666.4622349739075,"Wenn der Wind stark bläst, ziehen die Wolken schnell über den Himmel.",bläst,665.8620762109756,669.3622629642487,669.7622782468795,None,681.0628952264785,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_000_trial_011.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,0,0,0,0,12,0,12,0,,,,,,,,,Listen to the question and speak out your answer!,684.4797561168671,None,684.4630368709563,686.4631419181824,Ich habe einen Platz für die Oper reserviert.,reserviert,685.8631092786788,None,689.0133172750473,None,701.0639642953872,702.0639040470123,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_000_trial_012.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,0,0,0,0,13,0,13,0,,,,,,,,,Listen to the question and speak out your answer!,704.4975550174713,None,704.4807462930679,706.4809498786926,Der Wirkstoff im Kaffee heißt Koffein.,heißt,705.8642932653427,None,708.7976032972335,None,721.0485762834548,722.0487999916077,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_000_trial_013.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,0,0,0,0,14,0,14,0,,,,,,,,,Listen to the question and speak out your answer!,724.4988029003143,None,724.4821362733841,726.4988811016083,Mit dem neuen System können wir Dokumente effizienter organisieren.,organisieren,725.8655423402786,None,730.4157532930374,731.4158210754395,741.0659891843795,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_000_trial_014.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,0,0,0,0,15,0,15,0,,,,,,,,,Listen to the question and speak out your answer!,744.5173408985138,None,744.4995501279831,746.5165450572968,Im Herbst werden die Blätter von den Bäumen fallen.,fallen,745.8998512506485,None,749.1001073598861,None,761.1006533384323,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_000_trial_015.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,0,0,0,0,16,0,16,0,,,,,,,,,Listen to the question and speak out your answer!,764.5173931121826,None,764.484130001068,766.5176050662994,Der Donau fließt ins Schwarze Meer.,fließt,765.900915312767,None,768.6010283708572,None,781.101671385765,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_000_trial_016.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,0,0,0,0,17,0,17,0,,,,,,,,,Listen to the question and speak out your answer!,784.518434047699,None,784.4851950168609,786.5187261104584,"Das Fleisch wird klein geschnitten, und dann in der Pfanne gebraten.",gebraten,785.901839184761,789.6855669021606,790.0686542272567,791.0854549407959,801.1026791810989,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_000_trial_017.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,0,0,0,0,18,0,18,0,,,,,,,,,Listen to the question and speak out your answer!,804.4529259204865,None,804.4362587213516,806.4528520107269,Diese Telefinnummer ist leicht zu merken.,merken,805.8361493825912,None,808.8029681921005,None,821.0369562387466,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_000_trial_018.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,0,0,0,0,19,0,19,0,,,,,,,,,Listen to the question and speak out your answer!,824.4874029159546,None,824.4538668155669,826.4872250556946,Jeder Topf kommt mit seinen Deckel beim Einkaufen.,kommt,825.870619225502,828.7874360084534,829.1707123994827,830.187618970871,841.0714463472366,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_000_trial_019.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,0,0,0,0,20,0,20,0,,,,,,,,,Listen to the question and speak out your answer!,844.4558300971985,None,844.4381636857986,846.4549980163574,Zuhause erzählt er seiner kleinen Schwester davon.,erzählt,845.8383273363113,849.0218470096588,849.4051152944564,None,861.0390743494033,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_000_trial_020.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,0,0,0,0,21,0,21,0,,,,,,,,,Listen to the question and speak out your answer!,864.4558320045471,None,864.4393016576767,866.4561131000519,"Bevor es Autos gab, sind die Leute mit der Eisenbahn gefahren.",gefahren,865.839327263832,None,870.0728782892227,None,881.0401121854782,882.0569360256195,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_000_trial_021.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,0,0,0,0,22,0,22,0,,,,,,,,,Listen to the question and speak out your answer!,884.4905879497528,None,884.4737882852554,886.4903979301453,"Da Sie keine andere Wahl haben, können Sie nicht wählen.",wählen,885.8737892389297,None,889.5073293924331,None,901.0745124101638,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_000_trial_022.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,0,0,0,0,23,0,23,0,,,,,,,,,Listen to the question and speak out your answer!,904.4922580718994,None,904.4746833086014,906.4915480613708,Willi möchte gerne an der Universität Informatik studieren.,studieren,905.8748614072799,None,910.1084043264389,911.1251680850983,921.0756563425064,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_000_trial_023.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,0,0,0,0,24,0,24,0,,,,,,,,,Listen to the question and speak out your answer!,924.4589960575104,None,924.4424566507339,926.4592978954315,Viele Indianer leben in Reservaten.,leben,925.8425711870193,928.5927600860596,928.9760271787643,None,941.043377327919,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_000_trial_024.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,0,0,0,0,,,,,,,,,,,945.4769520759583,None,,,,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,0,0,0,0,,,,,,,,,Listen to the question and speak out your answer!,1013.0305058956146,None,1013.0137248277664,1015.0308589935303,Fabienne ist Ärztin und arbeitet im Krankenhaus.,arbeitet,1014.414204287529,1017.6975610256195,1018.0809122800827,1019.0976738929749,1029.6148733377456,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_000.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,1,0,1,0,,,,,,,,,Listen to the question and speak out your answer!,1033.0317499637604,None,1033.0151795625686,1035.0318551063538,Ein Fußball Team besteht aus zehn Spielern und einem Tormann.,besteht,1034.415137219429,1038.2653720378876,1038.6486603498458,None,1049.615931200981,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_001.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,2,0,2,0,,,,,,,,,Listen to the question and speak out your answer!,1053.0167939662933,None,1052.9829336881637,1055.0162229537964,"Ich möchte einen weiteren Test durchführen, um die Ergebnisse zu prüfen.",prüfen,1054.399679350853,None,1059.133096385002,None,1069.600417304039,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_002.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,3,0,3,0,,,,,,,,,Listen to the question and speak out your answer!,1073.0178298950195,None,1073.000459599495,1075.0172901153564,"Dieses Zelt wurde für extreme Wetterlagen, z.B. Sturm, Schneesturm, gebaut.",gebaut,1074.4005772352218,None,1080.234274315834,None,1089.601163315773,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_003.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,4,0,4,0,,,,,,,,,Listen to the question and speak out your answer!,1093.0187730789185,None,1093.0013787031173,1095.018079996109,"Die Deutschen sind immer organisiert und werden alles planen, bevor sie irgendetwas tun.",planen,1094.4015623807907,None,1099.8684422254562,None,1109.5855492830276,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_004.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,5,0,5,0,,,,,,,,,Listen to the question and speak out your answer!,1113.0365591049194,None,1113.0190992593764,1115.035803079605,Die Teilnehmer müssen sich im Voraus für den Kurs anmelden.,anmelden,1114.4191033124923,1117.8694961071014,1118.2527403116226,None,1129.6199793100357,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_005.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,6,0,6,0,,,,,,,,,Listen to the question and speak out your answer!,1133.0040140151978,None,1132.9868056058883,1135.0035998821259,Am Anfang sind die Brüder Wright mit Gleitflugzeugen geflogen.,geflogen,1134.386815237999,1138.003695011139,1138.3871282815933,1139.4038300514221,1149.5877012491226,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_006.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,7,0,7,0,,,,,,,,,Listen to the question and speak out your answer!,1153.0384230613708,None,1153.00452003479,1155.0379099845886,Ich nehme nicht gerne Zucker zum Tee.,nehme,1154.4213072538375,1156.6714169979095,1157.05477540493,None,1169.6220373392105,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_007.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,8,0,8,0,,,,,,,,,Listen to the question and speak out your answer!,1173.0397369861603,None,1173.022195124626,1175.0389618873596,Das iPhone wurde von Kalifornien entworfen und in China hergestellt. ,hergestellt,1174.4223443746566,None,1179.222596335411,None,1189.6231662511825,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_008.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,9,0,9,0,,,,,,,,,Listen to the question and speak out your answer!,1193.0410330295563,None,1193.0233111619948,1195.0400240421295,"Wie schmeckt Iris die Melone, die ich im Geschäft gekauft habe?",schmeckt,1194.4234072446823,None,1198.690216231346,None,1209.624212193489,1210.6409540176392,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_009.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,10,0,10,0,,,,,,,,,Listen to the question and speak out your answer!,1213.007961988449,None,1212.9910136938095,1215.0078229904175,Beim Spinat und Kohl wird man die Blätter essen.,essen,1214.391125369072,None,1217.5912992238998,None,1229.5919212579727,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_010.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,11,0,11,0,,,,,,,,,Listen to the question and speak out your answer!,1233.0425889492035,None,1233.0086430072784,1235.0422461032867,Das Staatstheater ist s ist zu alt und wird dieses Jahr renoviert.,renoviert,1234.4254202127456,None,1238.825747179985,1239.8423810005188,1249.62637321949,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_011.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,12,0,12,0,,,,,,,,,Listen to the question and speak out your answer!,1253.0437200069427,None,1253.0097759723662,1255.043200969696,"Obst sollte man täglich essen, weil es wegen den Vitaminen sehr gesund ist.",essen,1254.4264773607254,1258.8767149448395,1259.2600743055343,None,1269.6272012472152,1270.6440079212189,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_012.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,13,0,13,0,,,,,,,,,Listen to the question and speak out your answer!,1273.0447909832,None,1273.0273871660231,1275.0442290306091,Kann man gekeimte Kartoffeln noch essen?,essen,1274.4275264024734,1276.7110719680786,1277.094300198555,None,1289.6283413648605,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_013.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,14,0,14,0,,,,,,,,,Listen to the question and speak out your answer!,1293.0129749774933,None,1292.9951736211776,1295.011955022812,Plastik Müll belastet die Umwelt.,belastet,1294.3952721834182,None,1297.1619912862777,None,1309.5970362901687,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_014.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,15,0,15,0,,,,,,,,,Listen to the question and speak out your answer!,1313.0135860443115,None,1312.9964806318283,1315.0131978988647,Bei dem Gewitter letzte Woche hat der Blitz in ein Boot eingeschlagen.,eingeschlagen,1314.3965863466262,None,1318.5634662389755,None,1329.597579407692,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_015.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,16,0,16,0,,,,,,,,,Listen to the question and speak out your answer!,1333.0639770030975,None,1333.0308761835097,1335.0643510818481,Wir sollen unsere Hände täglich aus Hygiene waschen.,waschen,1334.4144632101059,None,1338.1477452993392,1339.1645619869232,1349.6150361776351,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_016.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,17,0,17,0,,,,,,,,,Listen to the question and speak out your answer!,1353.0658130645752,None,1353.0319179058074,1355.0655810832977,Meine Uhr zeigt die aktuelle Uhrzeit in Berlin und New York an.,zeigt,1354.448702263832,1358.4322559833527,1358.7822262525558,None,1369.6495322465896,1370.6662390232086,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_017.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
2,0,2,0,1,0,1,0,18,0,18,0,,,,,,,,,Listen to the question and speak out your answer!,1373.016088962555,None,1372.9830817461013,1375.016478061676,"Der Zug fährt gleich ab, wir müssen uns beeilen.",beeilen,1374.366149353981,None,1377.6329862356185,None,1389.5669662237167,None,1390.983680009842,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1550/rec_QA_run_02_block_001_trial_018.wav,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_01_1550,nibs_stage_1,3.2.3,59.97723489810043,
